anio,km_mes,antiguedad_anios,tipo_servicio,carga_promedio_ton,num_destinos,dias_operacion,costo_mto_nominal_k,costo_mto_2019_k,idx_inpc
2023,8345,16,1,11.0,6,21,12.013,8.83,1.3605
2023,11489,8,1,8.3,5,16,9.394,6.905,1.3605
2023,9075,7,2,7.2,6,22,9.038,6.643,1.3605
2023,13449,6,1,11.7,4,21,10.058,7.393,1.3605
2023,10072,11,2,14.8,2,21,11.021,8.101,1.3605
2023,9660,0,1,13.2,5,21,8.287,6.091,1.3605
2023,9017,16,2,9.2,5,17,11.602,8.528,1.3605
2023,11728,5,1,11.4,9,30,11.532,8.476,1.3605
2023,7927,4,1,15.7,7,20,9.568,7.033,1.3605
2023,10867,6,1,14.7,3,24,10.444,7.677,1.3605
2023,10809,11,0,9.8,2,21,11.695,8.596,1.3605
2023,9795,4,1,9.5,7,14,8.086,5.943,1.3605
2023,11647,1,1,5.1,5,22,7.149,5.255,1.3605
2023,9943,3,0,10.3,5,22,9.084,6.677,1.3605
2023,11811,16,2,5.1,3,20,11.785,8.662,1.3605
2023,9738,7,1,20.3,6,26,12.254,9.007,1.3605
2023,9240,4,2,8.6,2,27,8.164,6.001,1.3605
2023,11740,16,2,16.4,5,23,13.537,9.95,1.3605
2023,13118,3,0,19.3,7,23,12.453,9.153,1.3605
2023,18242,17,1,12.9,4,19,14.231,10.46,1.3605
2023,10249,17,2,11.6,8,19,13.057,9.597,1.3605
2023,13031,17,2,6.7,8,20,12.525,9.206,1.3605
2023,9989,15,2,10.0,8,28,12.967,9.531,1.3605
2023,12991,10,2,18.4,3,20,12.1,8.894,1.3605
2023,14355,7,0,13.4,4,26,11.912,8.756,1.3605
2023,11422,11,1,12.1,8,20,11.698,8.598,1.3605
2023,12879,17,2,17.2,11,19,14.648,10.766,1.3605
2023,12212,17,2,14.8,7,20,14.578,10.715,1.3605
2023,11128,7,2,11.4,8,20,10.255,7.537,1.3605
2023,10033,15,2,12.9,5,20,12.373,9.095,1.3605
2023,10223,16,0,8.9,5,27,13.385,9.838,1.3605
2023,7793,1,2,9.8,6,22,7.77,5.711,1.3605
2023,13694,14,2,11.2,6,21,12.729,9.356,1.3605
2023,15778,6,0,14.2,1,22,11.66,8.57,1.3605
2023,7575,0,0,7.0,8,25,7.631,5.609,1.3605
2023,13695,1,1,12.3,7,22,9.246,6.796,1.3605
2023,10989,3,2,10.4,5,23,9.014,6.626,1.3605
2023,9500,15,1,8.4,3,25,11.479,8.437,1.3605
2023,11458,11,0,10.5,4,19,11.739,8.629,1.3605
2023,9092,16,1,2.7,6,19,10.506,7.722,1.3605
2023,11686,3,1,9.0,4,22,8.312,6.11,1.3605
2023,10366,15,1,7.6,4,20,11.93,8.768,1.3605
2023,10241,6,2,10.9,6,21,10.039,7.379,1.3605
2023,14042,7,2,2.9,3,19,8.494,6.243,1.3605
2023,6725,8,1,12.8,3,19,9.459,6.953,1.3605
2023,9681,13,2,15.6,3,25,12.031,8.843,1.3605
2023,6151,8,2,11.5,5,21,9.607,7.061,1.3605
2023,11427,14,1,14.0,7,21,12.5,9.188,1.3605
2023,9863,3,1,9.9,5,20,8.034,5.905,1.3605
2023,9296,2,1,5.8,6,19,6.917,5.084,1.3605
2023,11807,9,1,12.0,2,19,10.291,7.564,1.3605
2023,12629,3,2,14.7,2,18,9.66,7.1,1.3605
2023,14057,17,2,6.7,5,20,12.944,9.514,1.3605
2023,18427,10,1,10.1,5,22,11.768,8.65,1.3605
2023,9676,17,2,11.0,3,24,12.368,9.091,1.3605
2023,9413,12,2,23.4,9,22,14.446,10.618,1.3605
2023,11112,3,2,12.9,4,19,8.691,6.388,1.3605
2023,11318,2,1,4.4,6,20,7.46,5.483,1.3605
2023,15434,15,2,3.4,6,20,11.681,8.585,1.3605
2023,12404,13,2,14.9,4,20,12.4,9.114,1.3605
2023,8739,9,2,21.9,8,21,12.449,9.15,1.3605
2023,8598,5,1,10.9,5,25,9.002,6.617,1.3605
2023,12803,7,2,10.6,5,24,10.575,7.773,1.3605
2023,10581,15,1,13.7,7,27,13.59,9.989,1.3605
2023,14640,9,2,8.8,6,19,10.52,7.732,1.3605
2023,12389,6,2,1.8,6,19,8.013,5.89,1.3605
2023,8489,17,0,16.1,7,21,14.273,10.491,1.3605
2023,8160,12,0,9.5,6,25,12.453,9.153,1.3605
2023,11963,7,2,16.2,9,16,11.197,8.23,1.3605
2023,10246,13,1,9.0,4,22,11.067,8.134,1.3605
2023,13949,8,1,12.5,5,21,11.146,8.192,1.3605
2023,11948,11,2,15.4,10,24,13.078,9.613,1.3605
2023,11899,5,2,16.3,4,23,10.575,7.773,1.3605
2023,8027,11,1,12.9,1,24,10.419,7.658,1.3605
2023,9907,11,1,12.7,7,23,11.303,8.308,1.3605
2023,10982,6,2,14.5,2,30,10.515,7.729,1.3605
2023,6414,14,2,13.9,7,27,12.453,9.153,1.3605
2023,12658,15,1,6.8,6,24,12.026,8.839,1.3605
2023,13234,3,0,6.9,5,21,10.491,7.711,1.3605
2023,9776,5,1,3.6,5,21,8.082,5.941,1.3605
2023,14271,15,2,15.1,1,25,13.571,9.975,1.3605
2023,14162,14,1,10.4,4,26,12.289,9.033,1.3605
2023,12409,1,1,15.3,7,19,9.344,6.868,1.3605
2024,11751,0,2,8.4,9,27,8.759,5.962,1.4693
2024,17388,0,1,15.8,6,20,10.944,7.449,1.4693
2024,9895,2,1,8.4,9,26,9.044,6.155,1.4693
2024,10396,13,1,19.9,5,22,15.283,10.402,1.4693
2024,12090,7,2,10.4,4,28,11.603,7.897,1.4693
2024,13319,14,2,15.4,2,25,15.487,10.54,1.4693
2024,15237,3,2,11.8,5,21,10.703,7.285,1.4693
2024,13129,10,2,5.9,3,23,11.407,7.763,1.4693
2024,12464,7,2,8.1,1,20,10.34,7.037,1.4693
2024,10796,6,0,8.9,6,22,11.588,7.887,1.4693
2024,13181,1,1,9.3,3,20,9.144,6.223,1.4693
2024,10116,7,2,12.7,8,20,11.687,7.954,1.4693
2024,12405,8,2,2.3,8,26,10.784,7.34,1.4693
2024,11355,15,1,12.8,3,23,15.014,10.219,1.4693
2024,9444,7,2,4.1,1,23,9.249,6.295,1.4693
2024,15797,7,1,13.4,8,21,12.833,8.734,1.4693
2024,9451,10,0,8.8,8,21,12.66,8.616,1.4693
2024,10915,6,2,12.5,3,21,11.601,7.896,1.4693
2024,7938,1,2,6.7,5,20,8.094,5.509,1.4693
2024,11480,4,1,9.5,8,20,10.082,6.862,1.4693
2024,12984,17,0,3.8,7,19,15.446,10.513,1.4693
2024,9633,10,2,7.0,6,18,10.969,7.466,1.4693
2024,7352,16,1,17.6,6,22,15.508,10.555,1.4693
2024,10962,5,0,17.7,3,19,13.787,9.384,1.4693
2024,11508,12,0,7.0,9,27,14.211,9.672,1.4693
2024,11312,6,0,10.6,7,18,11.732,7.985,1.4693
2024,15863,10,2,13.8,2,21,13.694,9.32,1.4693
2024,12737,17,1,12.3,8,24,15.959,10.862,1.4693
2024,12541,5,0,9.7,4,16,11.341,7.719,1.4693
2024,12725,11,2,5.8,6,24,12.367,8.417,1.4693
2024,12709,2,2,15.5,3,20,10.554,7.183,1.4693
2024,10792,10,0,10.0,1,19,12.402,8.441,1.4693
2024,9561,1,1,5.4,8,24,7.773,5.291,1.4693
2024,18078,2,1,11.8,5,24,11.27,7.67,1.4693
2024,11534,16,0,10.6,3,19,15.255,10.382,1.4693
2024,11954,4,0,10.0,6,21,11.678,7.948,1.4693
2024,12013,1,1,12.5,6,26,9.659,6.574,1.4693
2024,10008,11,2,11.1,6,21,12.526,8.525,1.4693
2024,12346,4,2,16.5,1,19,10.75,7.316,1.4693
2024,8703,12,2,8.3,3,22,12.986,8.838,1.4693
2024,13690,6,2,8.9,4,22,10.788,7.343,1.4693
2024,11260,10,2,15.1,4,21,13.244,9.014,1.4693
2024,14721,4,1,22.0,9,23,13.732,9.346,1.4693
2024,13193,17,1,21.4,8,20,17.934,12.206,1.4693
2024,12884,5,2,14.9,5,24,11.764,8.007,1.4693
2024,9916,2,2,10.6,8,21,9.889,6.73,1.4693
2024,12075,5,0,9.9,8,18,11.355,7.728,1.4693
2024,13789,15,1,10.5,5,27,14.904,10.143,1.4693
2024,12191,2,2,5.0,3,17,8.73,5.941,1.4693
2024,8506,17,1,14.7,9,24,16.396,11.159,1.4693
2024,14364,3,1,17.3,5,22,11.914,8.109,1.4693
2024,13790,4,1,11.5,2,22,10.753,7.319,1.4693
2024,8148,8,1,20.4,5,19,13.098,8.914,1.4693
2024,12215,3,0,22.9,10,21,14.395,9.797,1.4693
2024,13938,0,0,15.5,7,24,11.685,7.953,1.4693
2024,10401,10,2,9.3,6,19,11.603,7.897,1.4693
2024,8587,4,1,8.6,6,20,9.07,6.173,1.4693
2024,9213,9,2,15.1,6,25,12.947,8.812,1.4693
2024,11628,2,0,16.2,7,20,11.716,7.974,1.4693
2024,14227,14,0,9.4,6,22,15.27,10.393,1.4693
2024,9182,13,2,7.4,2,22,12.022,8.182,1.4693
2024,9201,4,2,5.2,4,19,7.919,5.39,1.4693
2024,11141,7,2,7.8,5,23,10.948,7.451,1.4693
2024,13619,16,0,10.3,7,22,16.626,11.316,1.4693
2024,16285,3,1,16.4,3,20,11.575,7.878,1.4693
2024,12120,1,2,9.7,8,24,10.347,7.042,1.4693
2024,10213,1,0,1.0,4,22,7.287,4.959,1.4693
2024,9909,1,2,9.4,3,22,7.923,5.392,1.4693
2024,15330,2,1,10.7,3,21,9.936,6.762,1.4693
2024,8743,8,2,10.6,10,18,11.729,7.983,1.4693
2024,12385,4,2,1.7,3,22,8.427,5.736,1.4693
2024,15194,14,1,10.6,6,15,14.434,9.824,1.4693
2024,11504,3,1,17.3,6,24,11.294,7.687,1.4693
2024,9197,2,2,10.1,1,19,8.229,5.6,1.4693
2024,13223,8,2,9.3,8,24,12.141,8.263,1.4693
2024,12160,9,0,8.9,4,18,12.105,8.239,1.4693
2024,13076,16,1,12.6,6,18,15.575,10.6,1.4693
2024,13347,7,1,5.9,7,20,10.701,7.283,1.4693
2024,13194,4,1,7.5,5,28,10.251,6.977,1.4693
2024,12640,10,0,16.5,9,21,15.541,10.577,1.4693
2024,13592,3,2,14.7,7,27,12.173,8.285,1.4693
2024,15273,3,1,9.8,8,23,10.987,7.478,1.4693
2024,9941,14,2,13.9,4,21,13.94,9.487,1.4693
2024,11236,7,2,8.3,7,23,11.279,7.677,1.4693
2024,13884,12,0,8.3,5,23,13.913,9.469,1.4693
2024,11718,11,0,8.2,8,23,13.509,9.194,1.4693
2024,8741,1,2,5.7,7,26,7.86,5.349,1.4693
2024,12732,0,1,11.6,5,22,9.445,6.428,1.4693
2024,10671,13,0,20.0,7,24,16.67,11.345,1.4693
2024,17201,7,2,4.0,3,28,11.454,7.795,1.4693
2024,14383,15,1,18.7,12,17,17.156,11.676,1.4693
2024,14799,4,1,1.1,6,22,8.712,5.93,1.4693
2024,12004,1,1,14.0,4,24,9.621,6.548,1.4693
2024,12676,14,2,4.6,7,18,13.037,8.873,1.4693
2024,11044,3,0,14.0,6,19,11.251,7.657,1.4693
2024,9805,3,1,8.7,4,19,8.566,5.83,1.4693
2024,9621,9,1,14.9,7,23,12.859,8.752,1.4693
2024,17242,17,2,8.8,4,24,15.704,10.688,1.4693
2024,12892,6,2,14.0,7,19,12.119,8.248,1.4693
2024,8593,4,1,11.1,4,23,9.951,6.773,1.4693
2024,14304,3,2,16.8,2,20,11.165,7.599,1.4693
2024,18458,14,1,11.2,2,26,15.358,10.453,1.4693
2024,8061,17,1,12.8,3,24,14.539,9.895,1.4693
2024,13401,16,2,12.2,8,24,16.754,11.403,1.4693
2024,9093,5,1,15.5,4,27,11.253,7.659,1.4693
2024,14789,0,2,15.7,9,24,10.911,7.426,1.4693
2024,6551,2,2,12.1,5,20,8.362,5.691,1.4693
2024,12097,8,0,5.1,5,22,11.211,7.63,1.4693
2024,13009,4,2,8.1,3,18,9.71,6.609,1.4693
2024,8438,5,0,15.1,1,19,10.991,7.481,1.4693
2024,13010,12,1,5.8,3,24,12.56,8.549,1.4693
2024,10738,2,2,9.0,6,27,9.315,6.34,1.4693
2024,16208,2,2,9.5,4,25,10.333,7.032,1.4693
2024,8341,4,0,11.0,8,23,10.918,7.431,1.4693
2024,14171,11,2,10.5,4,17,13.14,8.943,1.4693
2024,11650,17,2,12.1,5,22,15.764,10.729,1.4693
2024,15134,6,0,7.7,5,19,11.552,7.862,1.4693
2024,15192,11,2,8.5,9,23,13.897,9.458,1.4693
2024,11271,1,1,19.1,6,18,11.349,7.724,1.4693
2024,11788,15,0,17.6,6,22,16.76,11.407,1.4693
2024,14172,1,2,14.0,8,20,10.748,7.315,1.4693
2024,13205,7,1,14.4,10,22,13.002,8.849,1.4693
2024,11607,0,2,13.0,11,20,9.759,6.642,1.4693
2024,9817,13,1,11.7,4,17,13.334,9.075,1.4693
2024,12813,9,0,8.4,4,25,12.542,8.536,1.4693
2024,9122,12,2,17.7,5,21,14.503,9.871,1.4693
2024,13521,9,0,19.4,4,21,15.085,10.266,1.4693
2024,14676,12,0,9.7,3,22,14.044,9.558,1.4693
2024,9834,12,2,16.3,4,20,14.091,9.59,1.4693
2024,10857,0,2,10.2,6,20,8.794,5.985,1.4693
2024,10323,4,1,8.7,7,26,10.313,7.019,1.4693
2024,14535,15,0,10.1,3,22,15.553,10.585,1.4693
2024,12037,5,1,10.4,3,21,10.2,6.942,1.4693
2024,10985,3,2,14.3,6,17,10.698,7.281,1.4693
2024,13519,9,0,10.1,7,20,13.13,8.936,1.4693
2024,10698,10,0,15.3,8,19,14.449,9.834,1.4693
2024,11391,1,2,8.9,2,21,7.995,5.441,1.4693
2024,9113,8,1,11.6,4,27,12.057,8.206,1.4693
2024,13997,13,0,7.3,1,26,13.856,9.43,1.4693
2024,9170,1,0,6.6,5,21,8.626,5.87,1.4693
2024,15482,4,2,13.3,4,20,11.157,7.594,1.4693
2024,12497,11,1,12.3,6,24,13.578,9.241,1.4693
2024,11508,0,0,10.0,4,25,9.24,6.288,1.4693
2024,11867,11,2,8.1,4,21,12.811,8.719,1.4693
2024,16175,11,2,7.2,5,28,13.121,8.93,1.4693
2024,8535,4,0,13.3,6,20,10.907,7.423,1.4693
2024,8720,1,1,9.1,7,21,8.488,5.777,1.4693
2024,14298,13,1,18.4,2,22,15.255,10.383,1.4693
2024,9597,16,1,12.6,7,21,14.875,10.124,1.4693
2024,10052,14,1,14.0,3,19,13.801,9.393,1.4693
2024,10792,16,1,17.5,5,24,16.49,11.223,1.4693
2024,14714,1,2,8.6,6,21,9.051,6.16,1.4693
2024,13924,7,1,13.7,12,28,14.362,9.775,1.4693
2024,11547,9,1,13.9,3,24,12.539,8.534,1.4693
2024,12901,2,0,9.8,5,23,10.218,6.954,1.4693
2024,12841,10,2,5.7,4,28,12.421,8.454,1.4693
2024,9394,8,0,3.3,5,24,10.538,7.172,1.4693
2024,9564,14,2,8.3,10,24,14.27,9.712,1.4693
2024,6808,10,0,16.3,6,20,13.878,9.445,1.4693
2024,15626,2,2,8.7,7,21,9.824,6.686,1.4693
2024,10225,6,0,15.7,11,25,13.3,9.052,1.4693
2024,11934,6,1,8.8,5,24,11.049,7.52,1.4693
2024,13247,3,2,12.1,9,20,10.882,7.406,1.4693
2024,9472,5,1,14.0,6,29,11.191,7.617,1.4693
2024,9781,13,1,16.0,5,21,14.299,9.732,1.4693
2024,9598,3,0,10.0,6,26,10.613,7.223,1.4693
2024,4658,16,0,9.3,5,23,13.998,9.527,1.4693
2024,11737,11,2,4.0,5,23,11.308,7.696,1.4693
2024,17743,16,0,10.2,6,21,16.902,11.503,1.4693
2024,10576,14,0,24.0,5,23,17.573,11.96,1.4693
2024,10645,8,0,11.0,7,17,12.144,8.265,1.4693
2024,10975,15,0,6.2,2,25,14.101,9.597,1.4693
2024,12679,17,0,11.3,9,24,17.638,12.004,1.4693
2024,14104,17,1,14.8,6,28,17.091,11.632,1.4693
2024,9814,3,0,9.5,2,22,9.601,6.534,1.4693
2024,13056,3,2,7.5,6,19,9.483,6.454,1.4693
2024,11686,0,0,22.1,6,26,13.382,9.107,1.4693
2024,12647,4,2,13.5,10,21,11.653,7.931,1.4693
2024,13028,11,2,18.1,7,11,14.119,9.609,1.4693
2024,9463,13,0,10.4,4,24,13.765,9.368,1.4693
2024,10585,9,0,19.1,6,25,15.345,10.444,1.4693
2024,13056,17,0,15.6,5,26,17.603,11.981,1.4693
2024,11550,9,1,14.0,5,19,12.538,8.533,1.4693
2024,13881,15,2,7.1,7,24,14.7,10.005,1.4693
2024,11344,5,2,9.1,6,24,10.502,7.147,1.4693
2024,14426,2,1,13.8,11,24,11.741,7.991,1.4693
2024,6994,14,0,10.6,2,20,13.346,9.083,1.4693
2024,12708,4,2,13.5,4,23,11.106,7.558,1.4693
2024,8676,5,1,10.1,8,25,10.404,7.081,1.4693
2024,14703,11,2,13.7,2,16,13.441,9.148,1.4693
2024,11527,0,1,9.4,12,22,9.492,6.461,1.4693
2024,11049,9,1,13.8,6,25,12.998,8.846,1.4693
2024,9834,2,2,8.0,5,27,8.788,5.981,1.4693
2024,13559,4,1,10.6,10,27,11.511,7.834,1.4693
2024,13320,14,2,11.1,6,25,14.84,10.1,1.4693
2024,11196,3,1,8.4,6,28,9.479,6.451,1.4693
2024,13564,16,2,9.4,2,25,14.562,9.911,1.4693
2024,12452,7,2,13.1,2,15,11.171,7.603,1.4693
2024,12115,4,1,14.8,3,21,11.517,7.838,1.4693
2024,13857,3,1,13.0,10,26,11.677,7.947,1.4693
2024,16428,8,2,14.0,5,20,13.164,8.96,1.4693
2024,12605,12,2,12.3,7,26,14.189,9.657,1.4693
2024,12609,16,2,9.2,6,24,14.831,10.094,1.4693
2024,14197,7,2,5.1,2,28,10.665,7.258,1.4693
2024,9519,10,1,9.9,6,21,11.837,8.056,1.4693
2024,11442,13,2,11.5,10,16,14.136,9.621,1.4693
2024,10935,17,0,9.5,7,21,16.209,11.032,1.4693
2024,12651,4,1,18.2,4,18,11.535,7.85,1.4693
2024,12442,11,1,13.1,4,21,13.512,9.196,1.4693
2024,16296,15,2,11.6,3,14,14.977,10.194,1.4693
2024,15648,15,1,14.2,4,22,16.326,11.112,1.4693
2024,8113,13,2,20.1,3,23,14.7,10.005,1.4693
2024,12793,6,2,10.9,8,23,11.803,8.033,1.4693
2024,13670,8,2,8.1,10,25,12.411,8.447,1.4693
2024,12110,2,0,13.3,5,23,11.342,7.719,1.4693
2024,10610,13,0,7.4,10,20,13.816,9.403,1.4693
2024,15347,0,1,8.2,6,26,9.209,6.267,1.4693
2024,12725,13,2,17.7,7,24,16.276,11.078,1.4693
2024,9291,17,0,17.2,7,22,17.515,11.92,1.4693
2024,14340,2,2,14.6,3,22,10.359,7.05,1.4693
2024,13069,5,1,13.6,3,20,11.243,7.652,1.4693
2024,10291,3,2,7.1,7,26,9.178,6.246,1.4693
2024,9991,0,1,8.8,5,22,8.549,5.818,1.4693
2024,9910,2,2,17.3,6,25,10.958,7.458,1.4693
2024,14859,17,0,10.0,6,16,16.372,11.143,1.4693
2024,13374,2,0,8.8,6,22,10.548,7.179,1.4693
2024,14291,15,2,11.2,4,23,15.396,10.479,1.4693
2024,12411,6,1,14.3,9,18,11.934,8.122,1.4693
2024,10196,8,2,11.2,2,20,11.462,7.801,1.4693
2024,9914,1,0,11.3,8,24,10.105,6.877,1.4693
2024,14583,2,1,3.3,6,24,8.608,5.859,1.4693
2024,13016,0,1,11.7,8,23,9.469,6.445,1.4693
2024,11236,5,2,16.0,3,26,11.979,8.153,1.4693
2024,11953,14,2,11.7,5,24,14.63,9.957,1.4693
2024,14395,4,1,20.3,5,26,13.374,9.102,1.4693
2024,13308,12,1,9.1,4,19,12.948,8.812,1.4693
2024,11669,7,2,10.0,10,23,12.062,8.209,1.4693
2024,11784,12,2,9.3,6,22,12.834,8.735,1.4693
2024,10424,8,2,9.2,2,18,10.447,7.11,1.4693
2024,11958,2,2,14.1,4,27,11.585,7.885,1.4693
2024,11180,13,0,10.9,9,21,15.057,10.248,1.4693
2024,11775,6,2,19.8,6,23,12.909,8.786,1.4693
2024,10546,12,2,13.0,5,21,13.617,9.268,1.4693
2024,8551,8,0,8.5,6,25,12.051,8.202,1.4693
2024,14284,10,2,8.0,2,21,11.919,8.112,1.4693
2024,13333,8,2,18.7,5,21,13.61,9.263,1.4693
2024,11236,10,2,12.9,4,22,12.87,8.759,1.4693
2024,11095,13,1,17.2,8,22,15.946,10.853,1.4693
2024,8428,14,1,12.3,5,20,13.563,9.231,1.4693
2024,14565,16,1,12.1,5,20,15.602,10.619,1.4693
2024,15035,0,0,17.4,6,20,11.507,7.831,1.4693
2024,11680,2,2,13.5,9,22,10.849,7.384,1.4693
2024,12717,2,0,13.4,10,23,11.538,7.852,1.4693
2024,9428,2,2,10.4,4,21,8.68,5.908,1.4693
2024,12114,3,1,15.5,6,19,11.162,7.597,1.4693
2024,10180,16,1,11.7,5,18,14.584,9.926,1.4693
2024,10189,3,0,9.8,9,19,10.358,7.05,1.4693
2024,11179,12,0,20.6,2,23,16.571,11.278,1.4693
2024,10839,6,1,10.8,6,25,10.84,7.378,1.4693
2024,11579,3,2,8.8,6,19,9.062,6.168,1.4693
2024,14542,7,2,16.5,6,23,13.51,9.195,1.4693
2024,6620,10,0,14.7,5,23,13.068,8.894,1.4693
2024,10567,6,0,9.3,5,28,11.709,7.969,1.4693
2024,13479,8,2,11.7,6,29,12.836,8.736,1.4693
2024,12387,3,2,14.7,2,25,10.735,7.306,1.4693
2024,9951,3,1,12.8,6,24,10.256,6.98,1.4693
2024,17163,0,1,15.1,7,24,11.449,7.792,1.4693
2024,18641,5,0,12.0,5,20,14.073,9.578,1.4693
2024,11861,2,0,15.3,3,19,11.075,7.538,1.4693
2024,9421,2,0,10.8,9,17,10.023,6.822,1.4693
2024,11272,0,1,9.4,12,22,8.905,6.06,1.4693
2024,9082,6,2,16.2,6,20,12.042,8.195,1.4693
2024,12902,8,0,13.2,7,24,14.141,9.624,1.4693
2024,13339,2,2,14.7,4,19,10.574,7.197,1.4693
2024,14363,14,1,16.9,2,23,16.245,11.056,1.4693
2024,12899,2,2,9.7,6,20,9.283,6.318,1.4693
2024,12472,10,2,14.1,3,18,12.996,8.845,1.4693
2024,9381,17,2,21.3,3,20,16.423,11.178,1.4693
2024,8844,2,2,11.4,5,20,8.687,5.912,1.4693
2024,6848,6,2,7.2,5,22,9.568,6.512,1.4693
2024,12102,8,1,15.3,7,20,12.863,8.755,1.4693
2024,14058,16,0,5.3,8,19,15.004,10.211,1.4693
2024,14779,8,2,7.6,6,20,12.025,8.184,1.4693
2024,13994,9,2,12.0,2,11,12.491,8.501,1.4693
2024,10982,12,0,11.9,6,21,14.206,9.668,1.4693
2024,16548,4,2,12.8,4,22,11.519,7.84,1.4693
2024,9528,13,1,20.8,5,21,15.574,10.6,1.4693
2024,9411,3,1,12.3,8,23,10.673,7.264,1.4693
2024,13817,13,2,9.7,8,25,15.02,10.223,1.4693
2024,15416,10,1,9.4,10,25,13.785,9.382,1.4693
2024,16382,9,1,10.2,9,25,14.475,9.851,1.4693
2024,14393,4,1,7.1,7,20,10.14,6.902,1.4693
2024,13737,11,2,14.2,3,19,13.513,9.197,1.4693
2024,13932,14,2,13.2,2,20,14.608,9.942,1.4693
2024,11205,12,0,13.9,6,24,14.938,10.167,1.4693
2024,9897,7,1,15.2,9,23,12.871,8.76,1.4693
2024,12587,3,0,14.5,7,20,12.591,8.569,1.4693
2024,7661,12,2,6.5,6,25,11.599,7.894,1.4693
2024,11129,14,2,10.9,4,19,13.837,9.418,1.4693
2024,10573,8,1,11.0,12,20,12.534,8.531,1.4693
2024,13358,5,2,17.5,5,23,12.333,8.394,1.4693
2024,12450,17,2,17.9,7,25,17.468,11.889,1.4693
2024,15616,8,1,10.3,5,25,12.727,8.662,1.4693
2024,13956,5,1,8.0,7,23,11.277,7.675,1.4693
2024,10302,6,1,12.6,7,18,11.407,7.764,1.4693
2024,13581,11,1,10.7,1,25,12.979,8.834,1.4693
2024,7582,3,1,11.7,7,19,9.513,6.475,1.4693
2024,13731,10,0,16.9,4,21,14.721,10.019,1.4693
2024,10035,2,0,13.1,1,19,10.069,6.853,1.4693
2024,10381,6,0,10.1,5,22,11.666,7.94,1.4693
2024,15257,1,2,9.4,5,19,9.221,6.276,1.4693
2024,12874,9,2,6.3,10,23,12.324,8.388,1.4693
2024,11417,2,2,14.2,8,23,10.381,7.065,1.4693
2024,14441,16,2,13.1,3,24,15.717,10.697,1.4693
2024,15583,10,2,14.3,9,23,14.394,9.797,1.4693
2024,9401,0,1,11.9,9,23,9.454,6.434,1.4693
2024,10116,1,1,7.8,3,19,7.433,5.059,1.4693
2024,13928,12,1,12.2,6,20,14.969,10.188,1.4693
2024,12666,13,0,16.6,5,22,16.103,10.96,1.4693
2024,7247,16,2,12.2,3,22,14.366,9.777,1.4693
2024,16357,1,0,18.6,2,21,11.963,8.142,1.4693
2024,10696,16,2,13.0,6,24,15.82,10.767,1.4693
2024,9388,8,0,19.9,4,29,14.229,9.684,1.4693
2024,11929,11,1,20.2,3,23,15.549,10.583,1.4693
2024,14155,15,2,8.4,2,20,13.733,9.347,1.4693
2024,14737,3,0,9.4,5,24,11.024,7.503,1.4693
2024,12043,10,1,10.2,9,20,13.021,8.862,1.4693
2024,18240,3,0,5.2,5,23,10.687,7.273,1.4693
2024,18958,1,0,13.9,6,23,12.62,8.589,1.4693
2024,13020,9,2,13.7,7,23,13.298,9.05,1.4693
2024,11745,8,2,12.8,4,20,12.152,8.271,1.4693
2024,11058,16,0,7.1,10,22,15.113,10.286,1.4693
2024,11518,11,2,18.4,5,20,14.813,10.082,1.4693
2024,15638,3,2,4.5,10,20,9.732,6.623,1.4693
2024,12740,8,1,6.7,8,17,11.799,8.03,1.4693
2024,14076,13,1,15.5,2,22,15.132,10.299,1.4693
2024,13635,3,2,13.3,4,28,10.823,7.366,1.4693
2024,13416,1,2,9.5,3,14,8.313,5.658,1.4693
2024,14623,17,0,12.2,2,15,16.032,10.912,1.4693
2024,13969,12,1,12.5,2,22,14.131,9.617,1.4693
2024,13092,9,0,16.7,6,24,14.67,9.984,1.4693
2024,16512,13,1,7.1,7,18,13.741,9.352,1.4693
2024,8602,8,1,13.2,12,23,12.764,8.687,1.4693
2024,12608,10,2,16.3,4,22,14.395,9.797,1.4693
2024,10581,0,2,8.0,1,20,7.368,5.014,1.4693
2024,14199,11,2,11.8,5,23,14.103,9.599,1.4693
2024,7814,16,1,11.8,2,19,13.804,9.395,1.4693
2024,12483,16,0,5.5,7,25,14.991,10.203,1.4693
2024,13106,7,0,13.2,5,16,12.865,8.756,1.4693
2024,14957,16,1,13.4,4,22,16.772,11.415,1.4693
2024,10843,12,1,18.0,6,22,14.61,9.943,1.4693
2024,18876,12,0,11.9,8,22,16.635,11.322,1.4693
2024,10434,14,0,13.8,3,20,14.906,10.145,1.4693
2024,9054,17,2,17.9,7,24,16.815,11.444,1.4693
2024,13414,12,2,9.4,9,21,13.908,9.465,1.4693
2024,11581,7,0,7.3,7,17,11.346,7.722,1.4693
2024,16503,6,2,12.5,2,20,12.277,8.356,1.4693
2024,7925,9,2,11.2,5,22,11.666,7.94,1.4693
2024,11989,11,1,11.6,2,20,13.074,8.898,1.4693
2024,13945,1,0,10.3,3,21,9.77,6.65,1.4693
2024,10233,13,2,8.6,3,24,12.81,8.718,1.4693
2024,8419,9,1,15.7,7,20,12.723,8.659,1.4693
2024,15520,16,2,11.9,6,22,16.439,11.188,1.4693
2024,9801,12,0,21.0,4,21,15.585,10.607,1.4693
2024,14510,0,1,7.8,6,25,8.66,5.894,1.4693
2024,9590,14,0,20.0,7,22,16.746,11.397,1.4693
