concept,basis,amount_type,level_1,level_2,level_3,accident_period,development_period,amount
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,31,19725.59512810768
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,31,28858.14343682161
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,31,20981.938015508393
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,31,18074.96812272024
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,31,18783.202367903
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,31,21829.39443140032
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,31,17125.552301966974
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,31,20872.68053418801
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,31,21887.654908109616
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,31,22090.653575077897
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,31,25465.55054459832
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,31,26003.93641656929
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,31,22112.927370376394
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,31,27481.601490227753
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,31,25583.34400981157
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,31,17826.80096706605
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,31,21166.198649211652
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,31,21800.751968935863
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,31,19014.4919687928
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,31,21206.69135055685
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,31,24656.63386865916
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,31,24896.35655602123
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,31,28943.02136631737
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,31,26115.72052966259
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,31,27069.20163596202
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,31,30324.058610518976
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,31,21170.351787663967
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,31,25403.63168741151
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,31,16137.803678962917
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,31,16879.326933648135
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,31,26658.166465591414
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,31,27885.36380760104
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,31,20090.511883141404
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,31,22382.821558561856
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,31,22218.268850206434
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,31,36169.27431864428
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,31,29128.792885773
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,31,32055.352663198282
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,31,26273.464611537776
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,31,29364.058377526126
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,31,21388.716859634787
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,31,21613.524742699254
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,31,26531.713564602076
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-03,31,32591.08830723049
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-04,31,30385.275040223187
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-05,31,30412.456221292952
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-06,31,45592.34588221721
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-07,31,31554.76503339822
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-08,31,31592.051042748808
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-09,31,31215.33106924363
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-10,31,33138.033182748324
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-11,31,29356.440056432406
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-12,31,28778.636280550098
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-01,31,26858.20537850199
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-02,31,30243.57128181483
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-03,31,28060.43513996565
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-04,31,33339.75574927293
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-05,31,25088.929744302928
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-06,31,40006.46348707095
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-07,31,33508.7808818416
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-08,31,40953.53729086538
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-09,31,39555.314141016475
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-10,31,29239.587939194556
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-11,31,32371.46226031478
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-12,31,26741.462560054595
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-01,31,29564.094917780843
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-02,31,24672.488293365666
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-03,31,39367.18036073042
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-04,31,36736.25861432432
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-05,31,29034.82378335604
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,32,14916.32570427625
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,32,15748.039238057889
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,32,13199.54429148296
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,32,17296.937380868825
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,32,17268.998424664474
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,32,23519.004865572577
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,32,20826.98687861714
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,32,19016.78487329676
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,32,26615.95275125713
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,32,17388.187124497326
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,32,20444.668130504157
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,32,18596.383944712772
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,32,18583.04895489261
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,32,14947.769053889871
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,32,18409.67032330986
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,32,19960.58121684687
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,32,21556.04468058884
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,32,21858.59157441997
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,32,22000.991110621973
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,32,19191.0251650132
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,32,29882.003518354533
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,32,19420.19971068846
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,32,17274.264289925122
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,32,18037.17621281934
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,32,21620.046612118585
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,32,16179.124678000118
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,32,21791.370946855197
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,32,22027.843597436127
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,32,22146.38477410177
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,32,24596.456512888828
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,32,26463.74682763441
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,32,22110.04971278597
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,32,26201.18586761121
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,32,26317.662472128362
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,32,19618.994802901838
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,32,21917.510154784413
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,32,21727.235555086467
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,32,16943.568886780893
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,32,21826.08293939947
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,32,25285.65281596513
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,32,25240.45517772134
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,32,27279.773921322696
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,32,25070.146614551777
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,32,28075.908429066207
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,32,29811.970493516106
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,32,20755.032381325662
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,32,27252.739635025046
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,32,15959.364716036169
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,32,16727.90227131082
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,32,27507.14425087132
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,32,26696.431979671164
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,32,19367.338642424766
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,32,23466.6669153852
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,32,21977.394932927094
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,32,36770.869992875414
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,32,30243.80104265938
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,32,31503.343871654124
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,32,26307.956865530803
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,32,26794.759524681365
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,32,21887.951608787283
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,32,21282.139979546337
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,32,25404.08167366312
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-03,32,30749.631337844112
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-04,32,29908.56620343587
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-05,32,31501.768653292846
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-06,32,44397.820107480155
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-07,32,31374.39087307804
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-08,32,34411.46788188085
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-09,32,31162.905186477445
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-10,32,32974.834002098054
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-11,32,28536.169440582806
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-12,32,29332.277315347972
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-01,32,28029.42230341151
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-02,32,30266.504524805237
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-03,32,26592.579402040636
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-04,32,32865.48106343852
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-05,32,25802.963018219045
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-06,32,38206.91760716331
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-07,32,34194.76686220103
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-08,32,39721.36047854448
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-09,32,39062.65905709997
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-10,32,28843.31964189483
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-11,32,30198.90165711947
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-12,32,27092.692633616865
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-01,32,30263.249047902154
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-02,32,25061.24395714698
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-03,32,42582.23038198938
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-04,32,36853.57188875698
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,33,13328.769128285106
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,33,16441.18375894327
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,33,13038.951313997884
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,33,18061.779197163454
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,33,17516.331252816766
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,33,24138.33119491785
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,33,20158.100577652847
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,33,19771.54385601663
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,33,26314.4906237403
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,33,18336.617519721447
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,33,19476.261461788017
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,33,18025.471166929903
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,33,19175.282749113307
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,33,14986.900817668515
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,33,18376.089324851808
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,33,19529.591652728443
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,33,20703.938042536072
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,33,22949.988400580343
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,33,23545.34386424981
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,33,18938.00169342316
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,33,29020.83714791718
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,33,20320.512991280077
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,33,17169.473259012037
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,33,17856.701161347824
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,33,20114.50218490408
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,33,17806.307223944452
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,33,20392.543707403
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,33,21839.596498555587
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,33,23137.409997129052
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,33,24064.990562570507
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,33,26237.92016118041
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,33,23064.981311593347
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,33,26125.62591875085
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,33,25959.146030511783
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,33,18464.995744855478
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,33,22318.30413819423
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,33,22261.54006913502
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,33,18620.239237089172
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,33,21308.112141667025
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,33,23311.036349477014
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,33,25241.27398224676
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,33,28329.5584171124
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,33,26773.780103284753
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,33,26469.89394086981
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,33,28480.07929761825
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,33,21059.47495378746
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,33,26484.543327966614
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,33,16344.1210729966
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,33,16321.087747532725
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,33,26814.319552502
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,33,27043.26052947513
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,33,19400.507717773617
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,33,22941.101190899164
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,33,21851.821509607056
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,33,34358.80387563991
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,33,27811.503521002167
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,33,31977.555321759603
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,33,24998.393759177052
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,33,28039.817259078904
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,33,20219.266859313477
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,33,22283.82485451337
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,33,25551.80351775482
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-03,33,30335.26647321424
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-04,33,31144.14419771588
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-05,33,30007.67331201944
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-06,33,39766.063820422416
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-07,33,31054.37144511709
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-08,33,32513.577038620795
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-09,33,32495.17519764584
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-10,33,31242.247832507328
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-11,33,28425.59926946331
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-12,33,30130.817788613087
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-01,33,27118.075235031913
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-02,33,29733.254065786736
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-03,33,27434.532117141654
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-04,33,31702.155084779188
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-05,33,26203.280647673088
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-06,33,38882.53639824438
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-07,33,32770.0453089658
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-08,33,41064.32441561149
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-09,33,39360.73728158772
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-10,33,29431.98993434359
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-11,33,28837.556495669924
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2022-12,33,26280.889789662215
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-01,33,32010.424452762145
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-02,33,25293.211012772488
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2023-03,33,39026.66472494202
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-01,34,14034.14832038946
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-02,34,15704.019099704
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-03,34,12952.183139484097
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-04,34,16544.301372025693
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-05,34,16860.067660357927
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-06,34,24446.307317550316
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-07,34,21197.04180542508
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-08,34,19301.61250597192
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-09,34,25644.63378486467
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-10,34,17524.439333471906
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-11,34,19913.494231541015
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2016-12,34,18737.151339361473
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-01,34,20536.405764545463
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-02,34,14938.885529997982
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-03,34,18569.31101104505
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-04,34,18755.174377330135
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-05,34,22180.168899567383
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-06,34,21171.41609094526
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-07,34,21970.879484788707
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-08,34,17276.274633313747
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-09,34,29267.49357956932
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-10,34,20959.86438148674
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-11,34,17392.66551589793
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2017-12,34,17879.44788133239
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-01,34,21771.214876724698
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-02,34,16986.414342261167
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-03,34,21565.041524864093
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-04,34,20976.472536007514
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-05,34,21632.689214123486
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-06,34,23619.010959480398
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-07,34,26262.24996151648
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-08,34,22854.83516399333
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-09,34,26596.259186781033
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-10,34,24028.876894710396
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-11,34,17864.515413842382
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2018-12,34,21066.625946655473
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-01,34,22197.13732095537
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-02,34,18415.589842628047
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-03,34,20852.78992283699
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-04,34,23504.541976007575
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-05,34,23327.25131191091
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-06,34,27694.180381306065
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-07,34,26479.033975633505
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-08,34,27792.355387703465
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-09,34,29342.501676032694
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-10,34,22560.682905568116
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-11,34,26352.57071359125
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2019-12,34,16206.037762143724
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-01,34,16528.41973441829
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-02,34,25281.84151314227
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-03,34,27149.176977891162
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-04,34,19520.68474602629
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-05,34,23429.80289352133
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-06,34,21835.787637846355
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-07,34,34155.79234790756
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-08,34,27889.700268405115
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-09,34,32058.686694556385
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-10,34,25392.109528806846
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-11,34,28630.458906741733
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2020-12,34,20789.18665244545
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-01,34,21666.681239416503
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-02,34,24790.344428062566
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-03,34,29604.510743873205
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-04,34,31074.588628770594
ALAE,month,cumulative,Auto,Physical Damage,Private Passenger,2021-05,34,30211.960016071534
